	(Intercept)	x.c.V8	x.c.V10	x.c.V11	x.c.V13	x.c.V5	x.c.V7	x.c.V12	x.c.V6	I(x.c.V8^2)	I(x.c.V10^2)	I(x.c.V11^2)	I(x.c.V13^2)	I(x.c.V5^2)	I(x.c.V7^2)	I(x.c.V12^2)	I(x.c.V6^2)	x.c.V8:x.c.V10	x.c.V8:x.c.V11	x.c.V8:x.c.V13	x.c.V8:x.c.V5	x.c.V8:x.c.V7	x.c.V8:x.c.V12	x.c.V8:x.c.V6	x.c.V10:x.c.V11	x.c.V10:x.c.V13	x.c.V10:x.c.V5	x.c.V10:x.c.V7	x.c.V10:x.c.V12	x.c.V10:x.c.V6	x.c.V11:x.c.V13	x.c.V11:x.c.V5	x.c.V11:x.c.V7	x.c.V11:x.c.V12	x.c.V11:x.c.V6	x.c.V13:x.c.V5	x.c.V13:x.c.V7	x.c.V13:x.c.V12	x.c.V13:x.c.V6	x.c.V5:x.c.V7	x.c.V5:x.c.V12	x.c.V5:x.c.V6	x.c.V7:x.c.V12	x.c.V7:x.c.V6	x.c.V12:x.c.V6
196	1	81	2818	58	80	5830	82	71.78	6	6561	7941124	3364	6400	33988900	6724	51.523.684	36	228258	4698	6480	472230	6642	5814.18	486	163444	225440	16428940	231076	202276.04	16908	4640	338140	4756	4163.24	348	466400	6560	5742.4	480	478060	418477.4	34980	5885.96	492	430.68
198	1	76	2394	54	90	5810	69	69.62	8	5776	5731236	2916	8100	33756100	4761	48.469.444	64	181944	4104	6840	441560	5244	5291.12	608	129276	215460	13909140	165186	166670.28	19152	4860	313740	3726	3759.48	432	522900	6210	6265.8	720	400890	404492.2	46480	4803.78	552	556.96
199	1	78	2746	61	120	5830	74	69.44	4	6084	7540516	3721	14400	33988900	5476	48.219.136	16	214188	4758	9360	454740	5772	5416.32	312	167506	329520	16009180	203204	190682.24	10984	7320	355630	4514	4235.84	244	699600	8880	8332.8	480	431420	404835.2	23320	5138.56	296	277.76
200	1	75	2493	55	120	5830	69	72.5	5	5625	6215049	3025	14400	33988900	4761	5256.25	25	186975	4125	9000	437250	5175	5437.5	375	137115	299160	14534190	172017	180742.5	12465	6600	320650	3795	3987.5	275	699600	8280	8700	600	402270	422675	29150	5002.5	345	362.5
201	1	82	1528	42	100	5840	72	73.94	7	6724	2334784	1764	10000	34105600	5184	54.671.236	49	125296	3444	8200	478880	5904	6063.08	574	64176	152800	8923520	110016	112980.32	10696	4200	245280	3024	3105.48	294	584000	7200	7394	700	420480	431809.6	40880	5323.68	504	517.58
202	1	84	111	40	60	5870	73	78.08	6	7056	12321	1600	3600	34456900	5329	60.964.864	36	9324	3360	5040	493080	6132	6558.72	504	4440	6660	651570	8103	8666.88	666	2400	234800	2920	3123.2	240	352200	4380	4684.8	360	428510	458329.6	35220	5699.84	438	468.48
203	1	86	1899	45	40	5870	90	76.46	4	7396	3606201	2025	1600	34456900	8100	58.461.316	16	163314	3870	3440	504820	7740	6575.56	344	85455	75960	11147130	170910	145197.54	7596	1800	264150	4050	3440.7	180	234800	3600	3058.4	160	528300	448820.2	23480	6881.4	360	305.84
205	1	80	1289	32	40	5860	80	75.2	3	6400	1661521	1024	1600	34339600	6400	5655.04	9	103120	2560	3200	468800	6400	6016	240	41248	51560	7553540	103120	96932.8	3867	1280	187520	2560	2406.4	96	234400	3200	3008	120	468800	440672	17580	6016	240	225.6
206	1	80	984	35	70	5900	73	78.8	3	6400	968256	1225	4900	34810000	5329	6209.44	9	78720	2800	5600	472000	5840	6304	240	34440	68880	5805600	71832	77539.2	2952	2450	206500	2555	2758	105	413000	5110	5516	210	430700	464920	17700	5752.4	219	236.4
207	1	84	836	28	80	5890	71	81.5	4	7056	698896	784	6400	34692100	5041	6642.25	16	70224	2352	6720	494760	5964	6846	336	23408	66880	4924040	59356	68134	3344	2240	164920	1988	2282	112	471200	5680	6520	320	418190	480035	23560	5786.5	284	326
208	1	84	826	27	80	5880	78	79.34	4	7056	682276	729	6400	34574400	6084	62.948.356	16	69384	2268	6720	493920	6552	6664.56	336	22302	66080	4856880	64428	65534.84	3304	2160	158760	2106	2142.18	108	470400	6240	6347.2	320	458640	466519.2	23520	6188.52	312	317.36
209	1	81	1105	39	80	5890	80	74.12	6	6561	1221025	1521	6400	34692100	6400	54.937.744	36	89505	3159	6480	477090	6480	6003.72	486	43095	88400	6508450	88400	81902.6	6630	3120	229710	3120	2890.68	234	471200	6400	5929.6	480	471200	436566.8	35340	5929.6	480	444.72
210	1	85	1023	46	80	5870	74	77.18	8	7225	1046529	2116	6400	34456900	5476	59.567.524	64	86955	3910	6800	498950	6290	6560.3	680	47058	81840	6005010	75702	78955.14	8184	3680	270020	3404	3550.28	368	469600	5920	6174.4	640	434380	453046.6	46960	5711.32	592	617.44
213	1	73	2956	46	120	5820	63	67.28	6	5329	8737936	2116	14400	33872400	3969	45.265.984	36	215788	3358	8760	424860	4599	4911.44	438	135976	354720	17203920	186228	198879.68	17736	5520	267720	2898	3094.88	276	698400	7560	8073.6	720	366660	391569.6	34920	4238.64	378	403.68
214	1	72	2988	56	150	5780	57	65.66	6	5184	8928144	3136	22500	33408400	3249	43.112.356	36	215136	4032	10800	416160	4104	4727.52	432	167328	448200	17270640	170316	196192.08	17928	8400	323680	3192	3676.96	336	867000	8550	9849	900	329460	379514.8	34680	3742.62	342	393.96
215	1	68	4291	60	200	5770	55	62.24	3	4624	18412681	3600	40000	33292900	3025	38.738.176	9	291788	4080	13600	392360	3740	4232.32	204	257460	858200	24759070	236005	267071.84	12873	12000	346200	3300	3734.4	180	1154000	11000	12448	600	317350	359124.8	17310	3423.2	165	186.72
216	1	65	3330	59	150	5790	65	58.64	4	4225	11088900	3481	22500	33524100	4225	34.386.496	16	216450	3835	9750	376350	4225	3811.6	260	196470	499500	19280700	216450	195271.2	13320	8850	341610	3835	3459.76	236	868500	9750	8796	600	376350	339525.6	23160	3811.6	260	234.56
222	1	79	1233	30	100	5840	65	70.52	7	6241	1520289	900	10000	34105600	4225	49.730.704	49	97407	2370	7900	461360	5135	5571.08	553	36990	123300	7200720	80145	86951.16	8631	3000	175200	1950	2115.6	210	584000	6500	7052	700	379600	411836.8	40880	4583.8	455	493.64
224	1	81	1069	28	80	5910	72	74.3	5	6561	1142761	784	6400	34928100	5184	5520.49	25	86589	2268	6480	478710	5832	6018.3	405	29932	85520	6317790	76968	79426.7	5345	2240	165480	2016	2080.4	140	472800	5760	5944	400	425520	439113	29550	5349.6	360	371.5
225	1	80	984	57	70	5890	79	73.4	5	6400	968256	3249	4900	34692100	6241	5387.56	25	78720	4560	5600	471200	6320	5872	400	56088	68880	5795760	77736	72225.6	4920	3990	335730	4503	4183.8	285	412300	5530	5138	350	465310	432326	29450	5798.6	395	367
226	1	76	1653	71	60	5870	62	68.72	6	5776	2732409	5041	3600	34456900	3844	47.224.384	36	125628	5396	4560	446120	4712	5222.72	456	117363	99180	9703110	102486	113594.16	9918	4260	416770	4402	4879.12	426	352200	3720	4123.2	360	363940	403386.4	35220	4260.64	372	412.32
227	1	59	3930	68	150	5780	65	59.18	7	3481	15444900	4624	22500	33408400	4225	35.022.724	49	231870	4012	8850	341020	3835	3491.62	413	267240	589500	22715400	255450	232577.4	27510	10200	393040	4420	4024.24	476	867000	9750	8877	1050	375700	342060.4	40460	3846.7	455	414.26
228	1	55	5000	73	200	5730	77	51.62	5	3025	2.5e+07	5329	40000	32832900	5929	26.646.244	25	275000	4015	11000	315150	4235	2839.1	275	365000	1,00E+06	28650000	385000	258100	25000	14600	418290	5621	3768.26	365	1146000	15400	10324	1000	441210	295782.6	28650	3974.74	385	258.1
229	1	66	5000	45	200	5780	70	51.26	7	4356	2.5e+07	2025	40000	33408400	4900	26.275.876	49	330000	2970	13200	381480	4620	3383.16	462	225000	1,00E+06	28900000	350000	256300	35000	9000	260100	3150	2306.7	315	1156000	14000	10252	1400	404600	296282.8	40460	3588.2	490	358.82
230	1	64	4212	46	200	5750	58	56.84	7	4096	17740944	2116	40000	33062500	3364	32.307.856	49	269568	2944	12800	368000	3712	3637.76	448	193752	842400	24219000	244296	239410.08	29484	9200	264500	2668	2614.64	322	1150000	11600	11368	1400	333500	326830	40250	3296.72	406	397.88
231	1	62	5000	52	250	5760	58	49.82	5	3844	2.5e+07	2704	62500	33177600	3364	24.820.324	25	310000	3224	15500	357120	3596	3088.84	310	260000	1250000	28800000	290000	249100	25000	13000	299520	3016	2590.64	260	1440000	14500	12455	1250	334080	286963.2	28800	2889.56	290	249.1
232	1	67	5000	31	300	5730	72	57.38	7	4489	2.5e+07	961	90000	32832900	5184	32.924.644	49	335000	2077	20100	383910	4824	3844.46	469	155000	1500000	28650000	360000	286900	35000	9300	177630	2232	1778.78	217	1719000	21600	17214	2100	412560	328787.4	40110	4131.36	504	401.66
233	1	74	1545	43	70	5730	77	65.66	5	5476	2387025	1849	4900	32832900	5929	43.112.356	25	114330	3182	5180	424020	5698	4858.84	370	66435	108150	8852850	118965	101444.7	7725	3010	246390	3311	2823.38	215	401100	5390	4596.2	350	441210	376231.8	28650	5055.82	385	328.3
234	1	74	994	44	300	5790	57	69.62	4	5476	988036	1936	90000	33524100	3249	48.469.444	16	73556	3256	22200	428460	4218	5151.88	296	43736	298200	5755260	56658	69202.28	3976	13200	254760	2508	3063.28	176	1737000	17100	20886	1200	330030	403099.8	23160	3968.34	228	278.48
235	1	70	1125	55	150	5750	67	68	3	4900	1265625	3025	22500	33062500	4489	4624	9	78750	3850	10500	402500	4690	4760	210	61875	168750	6468750	75375	76500	3375	8250	316250	3685	3740	165	862500	10050	10200	450	385250	391000	17250	4556	201	204
236	1	77	636	16	300	5880	73	73.94	3	5929	404496	256	90000	34574400	5329	54.671.236	9	48972	1232	23100	452760	5621	5693.38	231	10176	190800	3739680	46428	47025.84	1908	4800	94080	1168	1183.04	48	1764000	21900	22182	900	429240	434767.2	17640	5397.62	219	221.82
237	1	83	748	32	30	5890	70	77	7	6889	559504	1024	900	34692100	4900	5929	49	62084	2656	2490	488870	5810	6391	581	23936	22440	4405720	52360	57596	5236	960	188480	2240	2464	224	176700	2100	2310	210	412300	453530	41230	5390	490	539
238	1	81	692	44	100	5880	73	77.72	4	6561	478864	1936	10000	34574400	5329	60.403.984	16	56052	3564	8100	476280	5913	6295.32	324	30448	69200	4068960	50516	53782.24	2768	4400	258720	3212	3419.68	176	588000	7300	7772	400	429240	456993.6	23520	5673.56	292	310.88
239	1	73	807	39	100	5870	73	78.8	7	5329	651249	1521	10000	34456900	5329	6209.44	49	58911	2847	7300	428510	5329	5752.4	511	31473	80700	4737090	58911	63591.6	5649	3900	228930	2847	3073.2	273	587000	7300	7880	700	428510	462556	41090	5752.4	511	551.6
240	1	87	869	19	17	5900	71	78.98	6	7569	755161	361	289	34810000	5041	62.378.404	36	75603	1653	1479	513300	6177	6871.26	522	16511	14773	5127100	61699	68633.62	5214	323	112100	1349	1500.62	114	100300	1207	1342.66	102	418900	465982	35400	5607.58	426	473.88
241	1	89	800	24	20	5920	77	85.64	4	7921	640000	576	400	35046400	5929	73.342.096	16	71200	2136	1780	526880	6853	7621.96	356	19200	16000	4736000	61600	68512	3200	480	142080	1848	2055.36	96	118400	1540	1712.8	80	455840	506988.8	23680	6594.28	308	342.56
242	1	92	393	6	4	5930	68	91.76	3	8464	154449	36	16	35164900	4624	84.198.976	9	36156	552	368	545560	6256	8441.92	276	2358	1572	2330490	26724	36061.68	1179	24	35580	408	550.56	18	23720	272	367.04	12	403240	544136.8	17790	6239.68	204	275.28
243	1	92	557	0	70	5950	62	90.68	5	8464	310249	0	4900	35402500	3844	82.228.624	25	51244	0	6440	547400	5704	8342.56	460	0	38990	3314150	34534	50508.76	2785	0	0	0	0	0	416500	4340	6347.6	350	368900	539546	29750	5622.16	310	453.4
244	1	93	620	27	30	5950	61	85.64	8	8649	384400	729	900	35402500	3721	73.342.096	64	57660	2511	2790	553350	5673	7964.52	744	16740	18600	3689000	37820	53096.8	4960	810	160650	1647	2312.28	216	178500	1830	2569.2	240	362950	509558	47600	5224.04	488	685.12
245	1	93	1404	33	70	5900	71	84.74	5	8649	1971216	1089	4900	34810000	5041	71.808.676	25	130572	3069	6510	548700	6603	7880.82	465	46332	98280	8283600	99684	118974.96	7020	2310	194700	2343	2796.42	165	413000	4970	5931.8	350	418900	499966	29500	6016.54	355	423.7
246	1	86	898	21	60	5890	77	80.6	8	7396	806404	441	3600	34692100	5929	6496.36	64	77228	1806	5160	506540	6622	6931.6	688	18858	53880	5289220	69146	72378.8	7184	1260	123690	1617	1692.6	168	353400	4620	4836	480	453530	474734	47120	6206.2	616	644.8
247	1	76	377	-2	40	5860	71	83.3	7	5776	142129	4	1600	34339600	5041	6938.89	49	28652	-152	3040	445360	5396	6330.8	532	-754	15080	2209220	26767	31404.1	2639	-80	-11720	-142	-166.6	-14	234400	2840	3332	280	416060	488138	41020	5914.3	497	583.1
248	1	81	528	17	50	5840	67	78.8	5	6561	278784	289	2500	34105600	4489	6209.44	25	42768	1377	4050	473040	5427	6382.8	405	8976	26400	3083520	35376	41606.4	2640	850	99280	1139	1339.6	85	292000	3350	3940	250	391280	460192	29200	5279.6	335	394
249	1	78	2818	26	70	5800	74	72.68	6	6084	7941124	676	4900	33640000	5476	52.823.824	36	219804	2028	5460	452400	5772	5669.04	468	73268	197260	16344400	208532	204812.24	16908	1820	150800	1924	1889.68	156	406000	5180	5087.6	420	429200	421544	34800	5378.32	444	436.08
250	1	73	3247	10	140	5760	65	67.28	7	5329	10543009	100	19600	33177600	4225	45.265.984	49	237031	730	10220	420480	4745	4911.44	511	32470	454580	18702720	211055	218458.16	22729	1400	57600	650	672.8	70	806400	9100	9419.2	980	374400	387532.8	40320	4373.2	455	470.96
251	1	80	895	0	100	5810	82	78.08	6	6400	801025	0	10000	33756100	6724	60.964.864	36	71600	0	8000	464800	6560	6246.4	480	0	89500	5199950	73390	69881.6	5370	0	0	0	0	0	581000	8200	7808	600	476420	453644.8	34860	6402.56	492	468.48
252	1	81	721	0	120	5850	67	80.24	4	6561	519841	0	14400	34222500	4489	64.384.576	16	58401	0	9720	473850	5427	6499.44	324	0	86520	4217850	48307	57853.04	2884	0	0	0	0	0	702000	8040	9628.8	480	391950	469404	23400	5376.08	268	320.96
255	1	52	5000	39	150	5760	87	51.8	7	2704	2.5e+07	1521	22500	33177600	7569	2683.24	49	260000	2028	7800	299520	4524	2693.6	364	195000	750000	28800000	435000	259000	35000	5850	224640	3393	2020.2	273	864000	13050	7770	1050	501120	298368	40320	4506.6	609	362.6
256	1	63	1965	13	50	5860	71	60.98	4	3969	3861225	169	2500	34339600	5041	37.185.604	16	123795	819	3150	369180	4473	3841.74	252	25545	98250	11514900	139515	119825.7	7860	650	76180	923	792.74	52	293000	3550	3049	200	416060	357342.8	23440	4329.58	284	243.92
257	1	72	1853	10	70	5830	77	70.88	5	5184	3433609	100	4900	33988900	5929	50.239.744	25	133416	720	5040	419760	5544	5103.36	360	18530	129710	10802990	142681	131340.64	9265	700	58300	770	708.8	50	408100	5390	4961.6	350	448910	413230.4	29150	5457.76	385	354.4
258	1	75	2342	7	40	5840	78	71.42	5	5625	5484964	49	1600	34105600	6084	51.008.164	25	175650	525	3000	438000	5850	5356.5	375	16394	93680	13677280	182676	167265.64	11710	280	40880	546	499.94	35	233600	3120	2856.8	200	455520	417092.8	29200	5570.76	390	357.1
259	1	55	5000	56	70	5800	72	51.62	7	3025	2.5e+07	3136	4900	33640000	5184	26.646.244	49	275000	3080	3850	319000	3960	2839.1	385	280000	350000	2.9e+07	360000	258100	35000	3920	324800	4032	2890.72	392	406000	5040	3613.4	490	417600	299396	40600	3716.64	504	361.34
261	1	61	4028	35	140	5790	71	55.04	3	3721	16224784	1225	19600	33524100	5041	30.294.016	9	245708	2135	8540	353190	4331	3357.44	183	140980	563920	23322120	285988	221701.12	12084	4900	202650	2485	1926.4	105	810600	9940	7705.6	420	411090	318681.6	17370	3907.84	213	165.12
262	1	71	2716	26	140	5830	71	63.68	5	5041	7376656	676	19600	33988900	5041	40.551.424	25	192836	1846	9940	413930	5041	4521.28	355	70616	380240	15834280	192836	172954.88	13580	3640	151580	1846	1655.68	130	816200	9940	8915.2	700	413930	371254.4	29150	4521.28	355	318.4
263	1	71	3671	31	100	5810	76	65.84	5	5041	13476241	961	10000	33756100	5776	43.349.056	25	260641	2201	7100	412510	5396	4674.64	355	113801	367100	21328510	278996	241698.64	18355	3100	180110	2356	2041.04	155	581000	7600	6584	500	441560	382530.4	29050	5003.84	380	329.2
265	1	72	3795	31	70	5780	76	66.92	6	5184	14402025	961	4900	33408400	5776	44.782.864	36	273240	2232	5040	416160	5472	4818.24	432	117645	265650	21935100	288420	253961.4	22770	2170	179180	2356	2074.52	186	404600	5320	4684.4	420	439280	386797.6	34680	5085.92	456	401.52
266	1	75	3120	35	40	5800	73	66.92	6	5625	9734400	1225	1600	33640000	5329	44.782.864	36	234000	2625	3000	435000	5475	5019	450	109200	124800	18096000	227760	208790.4	18720	1400	203000	2555	2342.2	210	232000	2920	2676.8	240	423400	388136	34800	4885.16	438	401.52
268	1	65	2667	17	100	5800	80	63.5	5	4225	7112889	289	10000	33640000	6400	4032.25	25	173355	1105	6500	377000	5200	4127.5	325	45339	266700	15468600	213360	169354.5	13335	1700	98600	1360	1079.5	85	580000	8000	6350	500	464000	368300	29000	5080	400	317.5
269	1	61	5000	39	120	5780	73	52.7	9	3721	2.5e+07	1521	14400	33408400	5329	2777.29	81	305000	2379	7320	352580	4453	3214.7	549	195000	6,00E+05	28900000	365000	263500	45000	4680	225420	2847	2055.3	351	693600	8760	6324	1080	421940	304606	52020	3847.1	657	474.3
270	1	60	5000	36	120	5790	80	48.92	8	3600	2.5e+07	1296	14400	33524100	6400	23.931.664	64	3,00E+05	2160	7200	347400	4800	2935.2	480	180000	6,00E+05	28950000	4,00E+05	244600	40000	4320	208440	2880	1761.12	288	694800	9600	5870.4	960	463200	283246.8	46320	3913.6	640	391.36
271	1	64	308	25	140	5770	75	68.72	5	4096	94864	625	19600	33292900	5625	47.224.384	25	19712	1600	8960	369280	4800	4398.08	320	7700	43120	1777160	23100	21165.76	1540	3500	144250	1875	1718	125	807800	10500	9620.8	700	432750	396514.4	28850	5154	375	343.6
272	1	61	2982	18	120	5750	68	59.9	4	3721	8892324	324	14400	33062500	4624	3588.01	16	181902	1098	7320	350750	4148	3653.9	244	53676	357840	17146500	202776	178621.8	11928	2160	103500	1224	1078.2	72	690000	8160	7188	480	391000	344425	23000	4073.2	272	239.6
273	1	63	5000	30	70	5640	93	52.7	5	3969	2.5e+07	900	4900	31809600	8649	2777.29	25	315000	1890	4410	355320	5859	3320.1	315	150000	350000	28200000	465000	263500	25000	2100	169200	2790	1581	150	394800	6510	3689	350	524520	297228	28200	4901.1	465	263.5
274	1	62	5000	25	150	5640	57	51.26	7	3844	2.5e+07	625	22500	31809600	3249	26.275.876	49	310000	1550	9300	349680	3534	3178.12	434	125000	750000	28200000	285000	256300	35000	3750	141000	1425	1281.5	175	846000	8550	7689	1050	321480	289106.4	39480	2921.82	399	358.82
275	1	59	5000	38	200	5650	70	47.66	3	3481	2.5e+07	1444	40000	31922500	4900	22.714.756	9	295000	2242	11800	333350	4130	2811.94	177	190000	1,00E+06	28250000	350000	238300	15000	7600	214700	2660	1811.08	114	1130000	14000	9532	600	395500	269279	16950	3336.2	210	142.98
276	1	56	5000	35	200	5710	65	47.84	6	3136	2.5e+07	1225	40000	32604100	4225	22.886.656	36	280000	1960	11200	319760	3640	2679.04	336	175000	1,00E+06	28550000	325000	239200	30000	7000	199850	2275	1674.4	210	1142000	13000	9568	1200	371150	273166.4	34260	3109.6	390	287.04
277	1	59	3070	13	200	5760	66	60.08	6	3481	9424900	169	40000	33177600	4356	36.096.064	36	181130	767	11800	339840	3894	3544.72	354	39910	614000	17683200	202620	184445.6	18420	2600	74880	858	781.04	78	1152000	13200	12016	1200	380160	346060.8	34560	3965.28	396	360.48
278	1	72	830	0	70	5840	73	72.14	4	5184	688900	0	4900	34105600	5329	52.041.796	16	59760	0	5040	420480	5256	5194.08	288	0	58100	4847200	60590	59876.2	3320	0	0	0	0	0	408800	5110	5049.8	280	426320	421297.6	23360	5266.22	292	288.56
279	1	71	711	-9	40	5880	77	75.56	3	5041	505521	81	1600	34574400	5929	57.093.136	9	50481	-639	2840	417480	5467	5364.76	213	-6399	28440	4180680	54747	53723.16	2133	-360	-52920	-693	-680.04	-27	235200	3080	3022.4	120	452760	444292.8	17640	5818.12	231	226.68
280	1	75	1049	-10	50	5890	80	78.98	5	5625	1100401	100	2500	34692100	6400	62.378.404	25	78675	-750	3750	441750	6000	5923.5	375	-10490	52450	6178610	83920	82850.02	5245	-500	-58900	-800	-789.8	-50	294500	4000	3949	250	471200	465192.2	29450	6318.4	400	394.9
281	1	71	511	-39	17	5890	73	83.84	4	5041	261121	1521	289	34692100	5329	70.291.456	16	36281	-2769	1207	418190	5183	5952.64	284	-19929	8687	3009790	37303	42842.24	2044	-663	-229710	-2847	-3269.76	-156	100130	1241	1425.28	68	429970	493817.6	23560	6120.32	292	335.36
282	1	71	5000	-40	80	5890	19	67.64	5	5041	2.5e+07	1600	6400	34692100	361	45.751.696	25	355000	-2840	5680	418190	1349	4802.44	355	-2,00E+05	4,00E+05	29450000	95000	338200	25000	-3200	-235600	-760	-2705.6	-200	471200	1520	5411.2	400	111910	398399.6	29450	1285.16	95	338.2
283	1	73	5000	-34	250	5890	19	69.44	6	5329	2.5e+07	1156	62500	34692100	361	48.219.136	36	365000	-2482	18250	429970	1387	5069.12	438	-170000	1250000	29450000	95000	347200	30000	-8500	-200260	-646	-2360.96	-204	1472500	4750	17360	1500	111910	409001.6	35340	1319.36	114	416.64
284	1	78	377	-3	200	5850	73	78.8	3	6084	142129	9	40000	34222500	5329	6209.44	9	29406	-234	15600	456300	5694	6146.4	234	-1131	75400	2205450	27521	29707.6	1131	-600	-17550	-219	-236.4	-9	1170000	14600	15760	600	427050	460980	17550	5752.4	219	236.4
285	1	73	862	27	2	5830	76	73.58	5	5329	743044	729	4	33988900	5776	54.140.164	25	62926	1971	146	425590	5548	5371.34	365	23274	1724	5025460	65512	63425.96	4310	54	157410	2052	1986.66	135	11660	152	147.16	10	443080	428971.4	29150	5592.08	380	367.9
286	1	71	337	-17	20	5830	77	81.14	8	5041	113569	289	400	33988900	5929	65.836.996	64	23927	-1207	1420	413930	5467	5760.94	568	-5729	6740	1964710	25949	27344.18	2696	-340	-99110	-1309	-1379.38	-136	116600	1540	1622.8	160	448910	473046.2	46640	6247.78	616	649.12
287	1	73	492	-2	7	5860	86	82.22	5	5329	242064	4	49	34339600	7396	67.601.284	25	35916	-146	511	427780	6278	6002.06	365	-984	3444	2883120	42312	40452.24	2460	-14	-11720	-172	-164.44	-10	41020	602	575.54	35	503960	481809.2	29300	7070.92	430	411.1
288	1	71	1394	13	30	5830	76	75.02	5	5041	1943236	169	900	33988900	5776	56.280.004	25	98974	923	2130	413930	5396	5326.42	355	18122	41820	8127020	105944	104577.88	6970	390	75790	988	975.26	65	174900	2280	2250.6	150	443080	437366.6	29150	5701.52	380	375.1
289	1	66	3146	27	50	5800	66	64.04	7	4356	9897316	729	2500	33640000	4356	41.011.216	49	207636	1782	3300	382800	4356	4226.64	462	84942	157300	18246800	207636	201469.84	22022	1350	156600	1782	1729.08	189	290000	3300	3202	350	382800	371432	40600	4226.64	462	448.28
290	1	69	2234	11	70	5830	74	66.74	4	4761	4990756	121	4900	33988900	5476	44.542.276	16	154146	759	4830	402270	5106	4605.06	276	24574	156380	13024220	165316	149097.16	8936	770	64130	814	734.14	44	408100	5180	4671.8	280	431420	389094.2	23320	4938.76	296	266.96
291	1	69	2109	21	17	5790	71	69.62	5	4761	4447881	441	289	33524100	5041	48.469.444	25	145521	1449	1173	399510	4899	4803.78	345	44289	35853	12211110	149739	146828.58	10545	357	121590	1491	1462.02	105	98430	1207	1183.54	85	411090	403099.8	28950	4943.02	355	348.1
292	1	64	5000	23	80	5730	84	54.5	4	4096	2.5e+07	529	6400	32832900	7056	2970.25	16	320000	1472	5120	366720	5376	3488	256	115000	4,00E+05	28650000	420000	272500	20000	1840	131790	1932	1253.5	92	458400	6720	4360	320	481320	312285	22920	4578	336	218
293	1	65	2270	-7	50	5780	74	68.9	5	4225	5152900	49	2500	33408400	5476	4747.21	25	147550	-455	3250	375700	4810	4478.5	325	-15890	113500	13120600	167980	156403	11350	-350	-40460	-518	-482.3	-35	289000	3700	3445	250	427720	398242	28900	5098.6	370	344.5
294	1	54	2191	-13	60	5740	48	68.72	7	2916	4800481	169	3600	32947600	2304	47.224.384	49	118314	-702	3240	309960	2592	3710.88	378	-28483	131460	12576340	105168	150565.52	15337	-780	-74620	-624	-893.36	-91	344400	2880	4123.2	420	275520	394452.8	40180	3298.56	336	481.04
295	1	62	3448	12	60	5710	75	58.64	8	3844	11888704	144	3600	32604100	5625	34.386.496	64	213776	744	3720	354020	4650	3635.68	496	41376	206880	19688080	258600	202190.72	27584	720	68520	900	703.68	96	342600	4500	3518.4	480	428250	334834.4	45680	4398	600	469.12
296	1	56	5000	13	80	5690	74	48.92	6	3136	2.5e+07	169	6400	32376100	5476	23.931.664	36	280000	728	4480	318640	4144	2739.52	336	65000	4,00E+05	28450000	370000	244600	30000	1040	73970	962	635.96	78	455200	5920	3913.6	480	421060	278354.8	34140	3620.08	444	293.52
297	1	55	5000	11	50	5670	67	49.46	4	3025	2.5e+07	121	2500	32148900	4489	24.462.916	16	275000	605	2750	311850	3685	2720.3	220	55000	250000	28350000	335000	247300	20000	550	62370	737	544.06	44	283500	3350	2473	200	379890	280438.2	22680	3313.82	268	197.84
298	1	58	2719	25	50	5760	75	56.84	4	3364	7392961	625	2500	33177600	5625	32.307.856	16	157702	1450	2900	334080	4350	3296.72	232	67975	135950	15661440	203925	154547.96	10876	1250	144000	1875	1421	100	288000	3750	2842	200	432000	327398.4	23040	4263	300	227.36
299	1	48	1899	21	40	5820	71	62.06	5	2304	3606201	441	1600	33872400	5041	38.514.436	25	91152	1008	1920	279360	3408	2978.88	240	39879	75960	11052180	134829	117851.94	9495	840	122220	1491	1303.26	105	232800	2840	2482.4	200	413220	361189.2	29100	4406.26	355	310.3
300	1	54	5000	-41	40	5790	35	52.52	3	2916	2.5e+07	1681	1600	33524100	1225	27.583.504	9	270000	-2214	2160	312660	1890	2836.08	162	-205000	2,00E+05	28950000	175000	262600	15000	-1640	-237390	-1435	-2153.32	-123	231600	1400	2100.8	120	202650	304090.8	17370	1838.2	105	157.56
301	1	57	5000	-21	300	5760	23	50.9	5	3249	2.5e+07	441	90000	33177600	529	2590.81	25	285000	-1197	17100	328320	1311	2901.3	285	-105000	1500000	28800000	115000	254500	25000	-6300	-120960	-483	-1068.9	-105	1728000	6900	15270	1500	132480	293184	28800	1170.7	115	254.5
302	1	60	5000	-19	200	5800	19	54.32	6	3600	2.5e+07	361	40000	33640000	361	29.506.624	36	3,00E+05	-1140	12000	348000	1140	3259.2	360	-95000	1,00E+06	2.9e+07	95000	271600	30000	-3800	-110200	-361	-1032.08	-114	1160000	3800	10864	1200	110200	315056	34800	1032.08	114	325.92
303	1	61	2385	10	150	5810	59	60.44	7	3721	5688225	100	22500	33756100	3481	36.529.936	49	145485	610	9150	354410	3599	3686.84	427	23850	357750	13856850	140715	144149.4	16695	1500	58100	590	604.4	70	871500	8850	9066	1050	342790	351156.4	40670	3565.96	413	423.08
304	1	63	1938	0	100	5750	60	62.6	4	3969	3755844	0	10000	33062500	3600	3918.76	16	122094	0	6300	362250	3780	3943.8	252	0	193800	11143500	116280	121318.8	7752	0	0	0	0	0	575000	6000	6260	400	345000	359950	23000	3756	240	250.4
